Brewery,Beer Name,Beer Style,Beer ABV,Beer IBU,Beer Rating,Beer Total Ratings,Beer Added Date
Birdsong Brewing Co.,Wake Up Coffee Vanilla Porter,Porter - American,"
5.8% ABV ","
29 IBU ",(3.89),"
5,947 Ratings ","
Added 09/13/14 "
Birdsong Brewing Co.,Doin' Thyme Witbier,Wheat Beer - Witbier,"
4.3% ABV ","
15 IBU ",(3.57),"
4,383 Ratings ","
Added 06/29/12 "
Birdsong Brewing Co.,Free Will Pale Ale,Pale Ale - American,"
5.5% ABV ","
42 IBU ",(3.51),"
4,264 Ratings ","
Added 12/11/11 "
Birdsong Brewing Co.,Rewind ,Pilsner - Czech,"
4% ABV ","
22 IBU ",(3.57),"
3,575 Ratings ","
Added 06/01/18 "
Birdsong Brewing Co.,Hazy Sexy Cool New England Style IPA,IPA - New England,"
6.8% ABV ","
66 IBU ",(3.79),"
3,344 Ratings ","
Added 03/08/18 "
Birdsong Brewing Co.,Pink Robots Blackberry/Raspberry Kettle Sour,Sour - Other,"
4.3% ABV ","
15 IBU ",(3.75),"
2,714 Ratings ","
Added 05/06/16 "
Birdsong Brewing Co.,Sunshine Gose,Sour - Fruited Gose,"
4.7% ABV ","
10 IBU ",(3.78),"
2,576 Ratings ","
Added 04/16/18 "
Birdsong Brewing Co.,Say It To My Face,IPA - Red,"
7.8% ABV ","
70 IBU ",(3.8),"
2,449 Ratings ","
Added 04/05/13 "
Birdsong Brewing Co.,Turtles On Pterodactyls,Stout - Other,"
8% ABV ","
35 IBU ",(3.97),"
2,200 Ratings ","
Added 11/14/14 "
Birdsong Brewing Co.,Up On The Sun Saison,Farmhouse Ale - Saison,"
7.5% ABV ","
35 IBU ",(3.65),"
1,972 Ratings ","
Added 04/07/12 "
Birdsong Brewing Co.,Eat A Peach Pale Ale,Pale Ale - American,"
4.9% ABV ","
35 IBU ",(3.48),"
1,593 Ratings ","
Added 06/15/12 "
Birdsong Brewing Co.,Bourbon Barrel Aged St. Tuber,Belgian Dubbel,"
9% ABV ","
25 IBU ",(3.86),"
1,442 Ratings ","
Added 11/22/13 "
Birdsong Brewing Co.,Rich Girl,Porter - Imperial / Double,"
8.5% ABV ","
15 IBU ",(3.77),"
1,378 Ratings ","
Added 12/04/18 "
Birdsong Brewing Co.,All Knight Long Blonde Ale ,Belgian Blonde,"
4.5% ABV ","
15 IBU ",(3.53),"
1,234 Ratings ","
Added 04/06/17 "
Birdsong Brewing Co.,Bookends Guava Sour,Sour - Fruited,"
5.2% ABV ","
10 IBU ",(3.92),"
1,285 Ratings ","
Added 05/23/19 "
Birdsong Brewing Co.,The Pride,Belgian Dubbel,"
9.5% ABV ","
35 IBU ",(3.68),"
1,134 Ratings ","
Added 12/13/12 "
Birdsong Brewing Co.,Rice Rice Baby,Stout - Milk / Sweet,"
5.8% ABV ","
33 IBU ",(3.84),"
1,026 Ratings ","
Added 09/29/12 "
Birdsong Brewing Co.,Movin' On Up Hazy Pale Ale,Pale Ale - New England,"
5.8% ABV ","
40 IBU ",(3.72),"
1,132 Ratings ","
Added 09/04/19 "
Birdsong Brewing Co.,Prehistoric Dog,Stout - Russian Imperial,"
10.5% ABV ","
50 IBU ",(4.07),"
996 Ratings ","
Added 12/18/15 "
Birdsong Brewing Co.,Rare Form,Stout - White,"
6.3% ABV ","
20 IBU ",(3.64),"
1,025 Ratings ","
Added 08/01/19 "
Birdsong Brewing Co.,Fistful of Steel Black IPA,IPA - Black / Cascadian Dark Ale,"
6.9% ABV ","
69 IBU ",(3.82),"
952 Ratings ","
Added 07/03/15 "
Birdsong Brewing Co.,Dressed To Chill ,Wheat Beer - Witbier,"
5% ABV ","
15 IBU ",(3.63),"
913 Ratings ","
Added 01/06/20 "
Birdsong Brewing Co.,Black Bird Lemon & Tea Sour ,Sour - Other,"
5.1% ABV ","
10 IBU ",(3.93),"
909 Ratings ","
Added 10/25/18 "
Birdsong Brewing Co.,Gravity Rides,IPA - Imperial / Double,"
8.7% ABV ","
N/A IBU ",(3.88),"
909 Ratings ","
Added 04/12/19 "
Birdsong Brewing Co.,Game Winner IPA,IPA - American,"
6.8% ABV ","
54 IBU ",(3.74),"
909 Ratings ","
Added 07/25/19 "
Birdsong Brewing Co.,Weasels On Woodpeckers Peach Saison,Farmhouse Ale - Saison,"
7% ABV ","
35 IBU ",(3.73),"
788 Ratings ","
Added 09/29/17 "
Birdsong Brewing Co.,Rain Fruited Sour with Blueberry and Strawberry,Sour - Fruited,"
6.2% ABV ","
10 IBU ",(3.83),"
800 Ratings ","
Added 12/12/19 "
Birdsong Brewing Co.,Summer Nights Apricot Peach Ale,Fruit Beer,"
6% ABV ","
10 IBU ",(3.72),"
774 Ratings ","
Added 07/11/19 "
Birdsong Brewing Co.,Goat Fuzz IPA,IPA - American,"
6.4% ABV ","
50 IBU ",(3.6),"
702 Ratings ","
Added 12/10/17 "
Birdsong Brewing Co.,Respect Double IPA (Ales For ALS),IPA - Imperial / Double,"
8.2% ABV ","
70 IBU ",(3.9),"
701 Ratings ","
Added 08/28/18 "
Birdsong Brewing Co.,Vital Signs IPA,IPA - American,"
5.9% ABV ","
50 IBU ",(3.78),"
677 Ratings ","
Added 12/04/18 "
Birdsong Brewing Co.,Little Room Blonde Ale,Belgian Blonde,"
4.5% ABV ","
15 IBU ",(3.53),"
636 Ratings ","
Added 04/17/15 "
Birdsong Brewing Co.,OPP Pale Ale w/ Pineapple,Pale Ale - American,"
5.8% ABV ","
50 IBU ",(3.64),"
621 Ratings ","
Added 09/19/18 "
Birdsong Brewing Co.,In Bloom IPA,IPA - American,"
6.5% ABV ","
50 IBU ",(3.79),"
682 Ratings ","
Added 04/17/19 "
Birdsong Brewing Co.,Interstellar Feller IPA,IPA - American,"
6.5% ABV ","
45 IBU ",(3.8),"
597 Ratings ","
Added 03/02/20 "
Birdsong Brewing Co.,Misty Mountain Hop IPA,IPA - American,"
6.7% ABV ","
40 IBU ",(3.71),"
580 Ratings ","
Added 07/14/18 "
Birdsong Brewing Co.,Paranoid Android,IPA - Belgian,"
6.7% ABV ","
40 IBU ",(3.82),"
576 Ratings ","
Added 06/19/15 "
Birdsong Brewing Co.,Hazeology IPA,IPA - New England,"
6.5% ABV ","
40 IBU ",(3.75),"
556 Ratings ","
Added 11/01/19 "
Birdsong Brewing Co.,Bear Necessities Double New England IPA,IPA - Imperial / Double New England,"
8.5% ABV ","
54 IBU ",(3.8),"
440 Ratings ","
Added 07/31/18 "
Birdsong Brewing Co.,Friends In Low Places,IPA - American,"
4.6% ABV ","
20 IBU ",(3.52),"
485 Ratings ","
Added 09/27/19 "
Birdsong Brewing Co.,Good Feeling Cranberry Orange Kettle Sour,Sour - Fruited,"
5.6% ABV ","
10 IBU ",(3.63),"
471 Ratings ","
Added 12/04/18 "
Birdsong Brewing Co.,Little Red Rooster Hoppy Red Ale,IPA - Red,"
4.9% ABV ","
40 IBU ",(3.63),"
439 Ratings ","
Added 10/23/17 "
Birdsong Brewing Co.,Duckworthy Session IPA,IPA - Session / India Session Ale,"
5.5% ABV ","
42 IBU ",(3.61),"
386 Ratings ","
Added 06/18/13 "
Birdsong Brewing Co.,Shake A Leg Lager,Lager - Amber,"
4.5% ABV ","
30 IBU ",(3.6),"
433 Ratings ","
Added 04/14/16 "
Birdsong Brewing Co.,EP Single Hop Mosaic Pale Ale,Pale Ale - American,"
4.5% ABV ","
35 IBU ",(3.43),"
423 Ratings ","
Added 01/10/14 "
Birdsong Brewing Co.,Red House Wheat,Wheat Beer - American Pale Wheat,"
4.3% ABV ","
15 IBU ",(3.35),"
360 Ratings ","
Added 07/06/12 "
Birdsong Brewing Co.,So Fresh IPA,IPA - American,"
6.3% ABV ","
60 IBU ",(3.75),"
401 Ratings ","
Added 10/10/18 "
Birdsong Brewing Co.,Business Time IPA,IPA - American,"
6.7% ABV ","
40 IBU ",(3.77),"
409 Ratings ","
Added 12/04/20 "
Birdsong Brewing Co.,Bastille Day,Farmhouse Ale - Saison,"
4.8% ABV ","
5 IBU ",(3.61),"
385 Ratings ","
Added 08/07/17 "
Birdsong Brewing Co.,Turn To Stone IPA,IPA - American,"
6.4% ABV ","
60 IBU ",(3.88),"
341 Ratings ","
Added 02/09/18 "
Birdsong Brewing Co.,Passion Play,Sour - Fruited,"
6.2% ABV ","
10 IBU ",(3.89),"
363 Ratings ","
Added 06/27/19 "
Birdsong Brewing Co.,Sexy Hop IPA,IPA - American,"
6% ABV ","
66 IBU ",(3.93),"
336 Ratings ","
Added 12/09/17 "
Birdsong Brewing Co.,Better In Color,Farmhouse Ale - Other,"
5% ABV ","
20 IBU ",(3.5),"
338 Ratings ","
Added 08/02/19 "
Birdsong Brewing Co.,Carolina Common,California Common,"
4.4% ABV ","
30 IBU ",(3.4),"
293 Ratings ","
Added 02/08/13 "
Birdsong Brewing Co.,Be-Bop-A-Ree-Bop,Stout - Other,"
8% ABV ","
35 IBU ",(3.65),"
323 Ratings ","
Added 05/19/17 "
Birdsong Brewing Co.,Sticky Situation Wet-Hop IPA,IPA - American,"
6% ABV ","
50 IBU ",(3.59),"
283 Ratings ","
Added 08/13/14 "
Birdsong Brewing Co.,Bourbon Barrel Aged Rice Rice Baby,Stout - Milk / Sweet,"
6.5% ABV ","
N/A IBU ",(3.7),"
212 Ratings ","
Added 07/27/16 "
Birdsong Brewing Co.,Glowed Up Brut IPA,IPA - Brut,"
6.5% ABV ","
N/A IBU ",(3.81),"
210 Ratings ","
Added 10/04/18 "
Birdsong Brewing Co.,Yoshimi Vitamins Part II,Strong Ale - American,"
9% ABV ","
85 IBU ",(3.57),"
208 Ratings ","
Added 02/27/15 "
Birdsong Brewing Co.,Michelle,Sour - Other,"
N/A ABV ","
N/A IBU ",(3.52),"
222 Ratings ","
Added 10/03/13 "
Birdsong Brewing Co.,Communication Breakdown,IPA - American,"
7% ABV ","
65 IBU ",(4.03),"
163 Ratings ","
Added 07/03/14 "
Birdsong Brewing Co.,Be Easy Berliner Weisse,Sour - Berliner Weisse,"
3.5% ABV ","
N/A IBU ",(3.56),"
186 Ratings ","
Added 08/07/18 "
Birdsong Brewing Co.,Beebop-A-Reebop,Stout - Other,"
8% ABV ","
N/A IBU ",(3.66),"
153 Ratings ","
Added 05/18/17 "
Birdsong Brewing Co.,Three Little Birds,Belgian Tripel,"
9.2% ABV ","
30 IBU ",(3.68),"
143 Ratings ","
Added 03/06/15 "
Birdsong Brewing Co.,Hush Little Baby Pale Ale,Pale Ale - American,"
5% ABV ","
25 IBU ",(3.75),"
135 Ratings ","
Added 06/21/16 "
Birdsong Brewing Co.,Raise A Ruckus,Rye Beer,"
5.3% ABV ","
25 IBU ",(3.37),"
116 Ratings ","
Added 09/20/12 "
Birdsong Brewing Co.,BBA Prehistoric Dog,Stout - Russian Imperial,"
10.5% ABV ","
60 IBU ",(4.2),"
128 Ratings ","
Added 12/29/17 "
Birdsong Brewing Co.,Redemption Song,Belgian Tripel,"
9.2% ABV ","
N/A IBU ",(3.8),"
115 Ratings ","
Added 04/01/16 "
Birdsong Brewing Co.,Yoshimi Vitamins,Strong Ale - American,"
9.6% ABV ","
9 IBU ",(3.7),"
118 Ratings ","
Added 12/06/15 "
Birdsong Brewing Co.,Squirrels On Geese,IPA - American,"
7% ABV ","
N/A IBU ",(3.41),"
97 Ratings ","
Added 06/16/13 "
Birdsong Brewing Co.,Passing Afternoon,Sour - Other,"
3% ABV ","
15 IBU ",(3.79),"
102 Ratings ","
Added 06/09/16 "
Birdsong Brewing Co.,Clustershuck,Stout - Oyster,"
5.2% ABV ","
25 IBU ",(3.89),"
109 Ratings ","
Added 05/28/17 "
Birdsong Brewing Co.,Duckworthy Red IPA,IPA - American,"
6.3% ABV ","
45 IBU ",(3.73),"
89 Ratings ","
Added 09/25/15 "
Birdsong Brewing Co.,Wake Me Up Before You Go Go,Stout - Other,"
4.7% ABV ","
N/A IBU ",(3.9),"
89 Ratings ","
Added 02/05/17 "
Birdsong Brewing Co.,St. Tuber Abbey,Belgian Strong Dark Ale,"
7.2% ABV ","
25 IBU ",(3.8),"
77 Ratings ","
Added 11/26/14 "
Birdsong Brewing Co.,Windy Hill,Cider - Traditional,"
6% ABV ","
N/A IBU ",(3.68),"
84 Ratings ","
Added 06/13/15 "
Birdsong Brewing Co.,Imperial Lazy Bird Brown,Brown Ale - American,"
8% ABV ","
45 IBU ",(3.81),"
74 Ratings ","
Added 07/16/15 "
Birdsong Brewing Co.,Ship of Fools,Cream Ale,"
N/A ABV ","
N/A IBU ",(3.57),"
75 Ratings ","
Added 04/13/18 "
Birdsong Brewing Co.,Turtles On Pterodactyls - Buffalo Trace,Stout - Imperial / Double,"
10.5% ABV ","
60 IBU ",(4.22),"
65 Ratings ","
Added 02/20/20 "
Birdsong Brewing Co.,Let's Get It On,Stout - Other,"
7.1% ABV ","
N/A IBU ",(3.93),"
69 Ratings ","
Added 02/14/14 "
Birdsong Brewing Co.,Riders On the Storm,Belgian Tripel,"
8.7% ABV ","
30 IBU ",(3.79),"
76 Ratings ","
Added 08/30/18 "
Birdsong Brewing Co.,Highway Chile Smoked Amber Ale,Red Ale - American Amber / Red,"
N/A ABV ","
N/A IBU ",(3.2),"
51 Ratings ","
Added 02/01/14 "
Birdsong Brewing Co.,Sex Machine,Sour - Other,"
4.8% ABV ","
5 IBU ",(3.99),"
60 Ratings ","
Added 09/09/16 "
Birdsong Brewing Co.,Let's Stay Together,Barleywine - English,"
11% ABV ","
80 IBU ",(4.06),"
53 Ratings ","
Added 09/18/17 "
Birdsong Brewing Co.,3 Little Birds Belgian Tripel With Honey,Belgian Tripel,"
N/A ABV ","
N/A IBU ",(3.53),"
57 Ratings ","
Added 03/16/15 "
Birdsong Brewing Co.,Devil Makes Three,Spiced / Herbed Beer,"
8% ABV ","
45 IBU ",(3.65),"
51 Ratings ","
Added 05/20/16 "
Birdsong Brewing Co.,Court Shoes Only,IPA - Imperial / Double,"
9.5% ABV ","
N/A IBU ",(3.97),"
49 Ratings ","
Added 02/06/21 "
Birdsong Brewing Co.,Pluto's Lament,Porter - American,"
5.7% ABV ","
30 IBU ",(3.89),"
46 Ratings ","
Added 05/18/18 "
Birdsong Brewing Co.,Corner Cut Imperial Brownie Stout,Stout - Imperial / Double,"
11.5% ABV ","
N/A IBU ",(4.16),"
49 Ratings ","
Added 11/25/18 "
Birdsong Brewing Co.,Psycho Killer,IPA - Imperial / Double,"
10.1% ABV ","
93 IBU ",(4.09),"
47 Ratings ","
Added 01/15/14 "
Birdsong Brewing Co.,Changes In Latitudes Coconut IPA,IPA - Milkshake,"
5% ABV ","
50 IBU ",(3.97),"
43 Ratings ","
Added 06/18/19 "
Birdsong Brewing Co.,El Atol De Elote,Cream Ale,"
5% ABV ","
10 IBU ",(3.54),"
46 Ratings ","
Added 06/09/17 "
Birdsong Brewing Co.,The Pride Abbey Ale W/red Wine Soaked Tart Cherries,Brown Ale - American,"
N/A ABV ","
N/A IBU ",(3.69),"
43 Ratings ","
Added 03/20/14 "
Birdsong Brewing Co.,Super Moon Black Stout,Stout - Other,"
8.5% ABV ","
40 IBU ",(3.63),"
41 Ratings ","
Added 12/23/16 "
Birdsong Brewing Co.,Kettle Sour With Black Tea,Sour - Other,"
5.1% ABV ","
N/A IBU ",(3.75),"
44 Ratings ","
Added 02/13/19 "
Birdsong Brewing Co.,Too Many Puppies,Belgian Dubbel,"
7.1% ABV ","
N/A IBU ",(3.86),"
41 Ratings ","
Added 12/07/19 "
Birdsong Brewing Co.,Big Country,Altbier,"
8% ABV ","
20 IBU ",(3.49),"
43 Ratings ","
Added 06/12/15 "
Birdsong Brewing Co.,Skipping Rocks (Whiskey Barrel Aged),IPA - White,"
8.9% ABV ","
N/A IBU ",(4.09),"
42 Ratings ","
Added 12/07/19 "
Birdsong Brewing Co.,Hot Child In the City,IPA - Session / India Session Ale,"
5.15% ABV ","
44 IBU ",(N/A),"
6 Ratings ","
Added 05/19/17 "
Birdsong Brewing Co.,Black Bird,Sour - Other,"
5.1% ABV ","
N/A IBU ",(3.89),"
40 Ratings ","
Added 01/18/19 "
Birdsong Brewing Co.,Pistol Made of Bones,Rye Beer,"
6.7% ABV ","
35 IBU ",(3.59),"
35 Ratings ","
Added 05/11/17 "
Birdsong Brewing Co.,Maple Bourbon Barrel Aged Wake Up Porter,Porter - American,"
5.8% ABV ","
N/A IBU ",(3.8),"
37 Ratings ","
Added 10/13/17 "
Birdsong Brewing Co.,Maple Leaf Rag,Brown Ale - American,"
5.5% ABV ","
N/A IBU ",(3.5),"
37 Ratings ","
Added 05/02/19 "
Birdsong Brewing Co.,"100 Days, 100 Nights",Sour - Berliner Weisse,"
6.3% ABV ","
15 IBU ",(3.54),"
36 Ratings ","
Added 11/19/17 "
Birdsong Brewing Co.,Other People's Pineapples,Fruit Beer,"
6.1% ABV ","
N/A IBU ",(3.15),"
39 Ratings ","
Added 07/24/14 "
Birdsong Brewing Co.,Benzi Box,Farmhouse Ale - Saison,"
4.2% ABV ","
5 IBU ",(3.72),"
39 Ratings ","
Added 08/26/16 "
Birdsong Brewing Co.,Elation Station,Extra Special / Strong Bitter,"
5.2% ABV ","
N/A IBU ",(3.74),"
37 Ratings ","
Added 08/23/18 "
Birdsong Brewing Co.,Kick In the Head Strong Ale - Buffalo Trace Barrel-Aged,Strong Ale - American,"
10.2% ABV ","
40 IBU ",(3.89),"
33 Ratings ","
Added 12/04/20 "
Birdsong Brewing Co.,Purple Rain Sour,Sour - Fruited,"
6% ABV ","
N/A IBU ",(3.77),"
37 Ratings ","
Added 02/17/21 "
Birdsong Brewing Co.,From NC With ❤️,Pale Ale - American,"
N/A ABV ","
N/A IBU ",(3.83),"
28 Ratings ","
Added 09/01/17 "
Birdsong Brewing Co.,Good Future,IPA - Sour,"
5.8% ABV ","
50 IBU ",(3.7),"
37 Ratings ","
Added 06/10/18 "
Birdsong Brewing Co.,Besame Mucho,Sour - Gose,"
N/A ABV ","
N/A IBU ",(3.86),"
33 Ratings ","
Added 12/07/19 "
Birdsong Brewing Co.,Sara Smile,Stout - Oatmeal,"
6.4% ABV ","
30 IBU ",(3.48),"
32 Ratings ","
Added 09/11/16 "
Birdsong Brewing Co.,Summon the Fire,IPA - Imperial / Double,"
8.5% ABV ","
40 IBU ",(4.05),"
28 Ratings ","
Added 05/14/20 "
Birdsong Brewing Co.,Black Forest Waltz Stout - Whiskey Barrel-Aged,Stout - Imperial / Double,"
8% ABV ","
15 IBU ",(3.97),"
34 Ratings ","
Added 12/04/20 "
Birdsong Brewing Co.,Neon Beanbag,Farmhouse Ale - Saison,"
3.6% ABV ","
15 IBU ",(3.6),"
28 Ratings ","
Added 01/05/18 "
Birdsong Brewing Co.,Be Easy,Sour - Berliner Weisse,"
3.5% ABV ","
10 IBU ",(3.55),"
33 Ratings ","
Added 05/26/18 "
Birdsong Brewing Co.,Bourbon Barrel Aged Wake Up Porter,Porter - American,"
5.8% ABV ","
N/A IBU ",(3.9),"
31 Ratings ","
Added 10/13/17 "
Birdsong Brewing Co.,Vein Melter,Sour - Fruited Gose,"
7% ABV ","
N/A IBU ",(4.19),"
27 Ratings ","
Added 12/07/19 "
Birdsong Brewing Co.,Black Is Beautiful Imperial Stout,Stout - Imperial / Double,"
10% ABV ","
30 IBU ",(4.31),"
29 Ratings ","
Added 07/30/20 "
Birdsong Brewing Co.,Jefferson Sklarship,Red Ale - Imperial / Double,"
7.4% ABV ","
N/A IBU ",(3.85),"
33 Ratings ","
Added 06/01/18 "
Birdsong Brewing Co.,Dillatude IPA,IPA - American,"
6% ABV ","
40 IBU ",(3.92),"
29 Ratings ","
Added 06/22/18 "
Birdsong Brewing Co.,Relax,Belgian Blonde,"
N/A ABV ","
N/A IBU ",(3.72),"
26 Ratings ","
Added 02/07/16 "
Birdsong Brewing Co.,Curious Oysters Stout,Stout - Oyster,"
5.4% ABV ","
15 IBU ",(3.69),"
28 Ratings ","
Added 03/17/14 "
Birdsong Brewing Co.,Love & Happiness,IPA - American,"
8% ABV ","
80 IBU ",(3.86),"
34 Ratings ","
Added 09/20/17 "
